Rank,CCA3,Country,Capital,Continent,2022 Population,2020 Population ,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area,Density,Growth_Rate,World_Population_Percentage,avgincome/person,Life_expectancy ,Adult Mortality,Total_expenditure,Schooling
,,,,,,,,,,,,,,,,,,58.2,288,5.52,8.1
,,,,,,,,,,,,,,,,,,57.7,294,4.97,7.8
,,,,,,,,,,,,,,,,,,57.3,296,4.35,7.6
,,,,,,,,,,,,,,,,,,57,297,4.22,7.3
,,,,,,,,,,,,,,,,,,56.6,298,3.75,7
,,,,,,,,,,,,,,,,,,56.3,3,3.71,6.8
,,,,,,,,,,,,,,,,,,55.9,33,3.61,6.5
,,,,,,,,,,,,,,,,,,74.4,129,,13.9
,,,,,,,,,,,,,,,,,,74.5,125,7.42,13.5
,,,,,,,,,,,,,,,,,,74.5,128,7.25,13.5
,,,,,,,,,,,,,,,,,,74.2,13,8.57,13.4
,,,,,,,,,,,,,,,,,,73.9,127,9.38,13.3
,,,,,,,,,,,,,,,,,,73.8,132,1.5,13.3
,,,,,,,,,,,,,,,,,,73.2,133,1.19,12.8
,,,,,,,,,,,,,,,,,,73.9,128,8.99,13.1
,,,,,,,,,,,,,,,,,,74.4,12,8.17,12.5
,,,,,,,,,,,,,,,,,,73.9,126,8.39,12.6
,,,,,,,,,,,,,,,,,,73.9,128,8.6,12.2
,,,,,,,,,,,,,,,,,,72.3,134,8.53,12
,,,,,,,,,,,,,,,,,,72.7,132,8.49,11.8
,,,,,,,,,,,,,,,,,,71.7,142,8.72,11.8
,,,,,,,,,,,,,,,,,,73,121,7.82,11.7
,,,,,,,,,,,,,,,,,,71.8,129,6.94,11.4
,,,,,,,,,,,,,,,,,,81,68,,17.1
,,,,,,,,,,,,,,,,,,89,69,11.3,17
,,,,,,,,,,,,,,,,,,86,71,11.16,16.9
,,,,,,,,,,,,,,,,,,86,71,1.99,16.9
,,,,,,,,,,,,,,,,,,85,74,1.93,16.8
,,,,,,,,,,,,,,,,,,81,76,11.25,16.7
,,,,,,,,,,,,,,,,,,80,79,11.4,16.7
,,,,,,,,,,,,,,,,,,79.9,8,1.39,16.6
,,,,,,,,,,,,,,,,,,79.8,82,1.18,16.6
,,,,,,,,,,,,,,,,,,79.6,84,1.34,16.5
,,,,,,,,,,,,,,,,,,79.2,85,1.52,16.4
,,,,,,,,,,,,,,,,,,79.1,86,1.37,16.4
,,,,,,,,,,,,,,,,,,78.5,9,1.62,16.3
,,,,,,,,,,,,,,,,,,78.4,91,1.4,16.3
,,,,,,,,,,,,,,,,,,78.3,92,1.15,16.2
,,,,,,,,,,,,,,,,,,78,95,1.1,16.2
,,,,,,,,,,,,,,,,,,62.4,249,,11.4
,,,,,,,,,,,,,,,,,,62.1,253,3.56,11.7
,,,,,,,,,,,,,,,,,,61.9,254,4.63,11.5
,,,,,,,,,,,,,,,,,,61.6,257,4.79,11.2
,,,,,,,,,,,,,,,,,,61.2,263,4.81,10.9
,,,,,,,,,,,,,,,,,,69,267,5.33,10.5
,,,,,,,,,,,,,,,,,,66,271,5.17,10.4
,,,,,,,,,,,,,,,,,,63,275,4.85,9.8
,,,,,,,,,,,,,,,,,,59.9,28,5.3,9.1
,,,,,,,,,,,,,,,,,,59.4,288,4.64,8.7
,,,,,,,,,,,,,,,,,,58.9,296,4.51,8.1
,,,,,,,,,,,,,,,,,,58.3,34,3.96,7.7
,,,,,,,,,,,,,,,,,,57.9,38,3.12,7.9
,,,,,,,,,,,,,,,,,,57.6,31,3.7,7.6
,,,,,,,,,,,,,,,,,,57.4,39,3.56,8
,,,,,,,,,,,,,,,,,,57.2,38,3,7.7
,,,,,,,,,,,,,,,,,,81,72,,17.2
,,,,,,,,,,,,,,,,,,88,73,8.8,17.2
,,,,,,,,,,,,,,,,,,86,74,9.26,17.1
,,,,,,,,,,,,,,,,,,84,76,9.24,16.8
,,,,,,,,,,,,,,,,,,85,76,9.77,16.7
,,,,,,,,,,,,,,,,,,83,76,9.18,16.4
,,,,,,,,,,,,,,,,,,80,78,9.76,16.2
,,,,,,,,,,,,,,,,,,79.9,77,9.76,15.9
,,,,,,,,,,,,,,,,,,79.4,8,9.41,16.4
,,,,,,,,,,,,,,,,,,79.7,77,9.34,16.3
,,,,,,,,,,,,,,,,,,79.3,81,9.36,15.6
,,,,,,,,,,,,,,,,,,79.2,81,8.3,15.3
,,,,,,,,,,,,,,,,,,79.1,81,8.61,15.2
,,,,,,,,,,,,,,,,,,79,81,8.72,14.6
,,,,,,,,,,,,,,,,,,78.7,83,8.47,14.2
,,,,,,,,,,,,,,,,,,78.2,84,7.6,13.9
,,,,,,,,,,,,,,,,,,73.6,142,,15.8
,,,,,,,,,,,,,,,,,,73.5,143,6.1,15.8
,,,,,,,,,,,,,,,,,,73.3,144,6.15,15.8
,,,,,,,,,,,,,,,,,,73.1,146,6.36,15.8
,,,,,,,,,,,,,,,,,,72.9,15,6.35,15.8
,,,,,,,,,,,,,,,,,,72.6,154,6.41,15.8
,,,,,,,,,,,,,,,,,,72.4,158,6.24,15.6
,,,,,,,,,,,,,,,,,,72.1,162,5.76,15.4
,,,,,,,,,,,,,,,,,,71.9,164,5.88,15.3
,,,,,,,,,,,,,,,,,,71.7,167,5.99,15.1
,,,,,,,,,,,,,,,,,,71.5,169,5.5,14.9
,,,,,,,,,,,,,,,,,,73,187,5.24,14.8
,,,,,,,,,,,,,,,,,,71.1,173,5.89,14.6
,,,,,,,,,,,,,,,,,,79,176,6.67,14.4
,,,,,,,,,,,,,,,,,,77,178,7.67,14.3
,,,,,,,,,,,,,,,,,,74,182,6.62,14.1
,,,,,,,,,,,,,,,,,,71.9,186,,10.7
,,,,,,,,,,,,,,,,,,71.7,187,6.2,10.7
,,,,,,,,,,,,,,,,,,71.4,189,6.3,10.7
,,,,,,,,,,,,,,,,,,71.3,189,6.33,10.6
,,,,,,,,,,,,,,,,,,71.1,193,6.28,10.5
,,,,,,,,,,,,,,,,,,77,196,6.64,10.5
,,,,,,,,,,,,,,,,,,76,198,6.79,10.4
,,,,,,,,,,,,,,,,,,79,19,6.65,10.4
,,,,,,,,,,,,,,,,,,75,192,6.86,10.1
,,,,,,,,,,,,,,,,,,69.7,24,7.7,9.8
,,,,,,,,,,,,,,,,,,69.2,28,6.79,9.6
,,,,,,,,,,,,,,,,,,69.6,21,6.77,9.3
,,,,,,,,,,,,,,,,,,69.4,24,6.88,9
,,,,,,,,,,,,,,,,,,69.3,21,6.71,8.8
,,,,,,,,,,,,,,,,,,68.4,211,6.76,8.5
,,,,,,,,,,,,,,,,,,67.7,221,5.25,8.2
,,,,,,,,,,,,,,,,,,59,284,,8.8
,,,,,,,,,,,,,,,,,,58.1,299,5.64,8.6
,,,,,,,,,,,,,,,,,,58.8,284,5.49,8.5
,,,,,,,,,,,,,,,,,,58.4,288,5.39,8.5
,,,,,,,,,,,,,,,,,,58.1,29,4.73,8.4
,,,,,,,,,,,,,,,,,,57.8,291,4.55,8.3
,,,,,,,,,,,,,,,,,,57.3,297,3.85,8.1
,,,,,,,,,,,,,,,,,,56.8,33,3.21,7.9
,,,,,,,,,,,,,,,,,,56.4,36,3.8,7.6
,,,,,,,,,,,,,,,,,,55.6,317,3.2,7.1
,,,,,,,,,,,,,,,,,,54.7,327,2.82,6.6
,,,,,,,,,,,,,,,,,,54,334,3.14,5.1
,,,,,,,,,,,,,,,,,,53.3,338,3.45,5.9
,,,,,,,,,,,,,,,,,,52.9,337,3.76,5.5
,,,,,,,,,,,,,,,,,,52.5,336,3.65,5.1
,,,,,,,,,,,,,,,,,,52.5,328,3.46,4.8
,,,,,,,,,,,,,,,,,,58.9,275,,9.2
,,,,,,,,,,,,,,,,,,58.4,282,5.59,9.2
,,,,,,,,,,,,,,,,,,58.1,279,6.14,9.1
,,,,,,,,,,,,,,,,,,57.6,285,5.96,9.1
,,,,,,,,,,,,,,,,,,57.1,289,5.46,9
,,,,,,,,,,,,,,,,,,56.7,287,6.7,8.9
,,,,,,,,,,,,,,,,,,56.3,288,6.81,8.9
,,,,,,,,,,,,,,,,,,55.6,297,6.5,8.8
,,,,,,,,,,,,,,,,,,55,32,6.1,8.8
,,,,,,,,,,,,,,,,,,54.4,36,5.87,8.3
,,,,,,,,,,,,,,,,,,53.9,37,5.72,8
,,,,,,,,,,,,,,,,,,53.5,38,5.41,7.7
,,,,,,,,,,,,,,,,,,53,38,5.62,7.4
,,,,,,,,,,,,,,,,,,52.8,35,5.84,7.1
,,,,,,,,,,,,,,,,,,52.5,32,5.4,6.7
,,,,,,,,,,,,,,,,,,52.1,3,4.94,6.4
,,,,,,,,,,,,,,,,,,66.2,215,,10.3
,,,,,,,,,,,,,,,,,,66,217,5.25,10.3
,,,,,,,,,,,,,,,,,,65.9,218,5.1,10.3
,,,,,,,,,,,,,,,,,,65.8,22,6.57,10.6
,,,,,,,,,,,,,,,,,,65.6,229,6.8,10.3
,,,,,,,,,,,,,,,,,,65.9,221,6.6,10.2
,,,,,,,,,,,,,,,,,,66.1,218,7.32,10.5
,,,,,,,,,,,,,,,,,,66.3,218,7.46,10.7
,,,,,,,,,,,,,,,,,,65.7,232,6.45,11.2
,,,,,,,,,,,,,,,,,,65.2,24,4.67,11.7
,,,,,,,,,,,,,,,,,,65,238,5.83,11.4
,,,,,,,,,,,,,,,,,,65.1,237,5.73,11.2
,,,,,,,,,,,,,,,,,,65.3,237,5.97,11.1
,,,,,,,,,,,,,,,,,,65.3,244,5.84,11
,,,,,,,,,,,,,,,,,,65.4,247,5.82,10.9
,,,,,,,,,,,,,,,,,,65.4,246,5.85,10.9
,,,,,,,,,,,,,,,,,,63.5,24,,9.1
,,,,,,,,,,,,,,,,,,63.1,245,7.56,9.1
,,,,,,,,,,,,,,,,,,62.7,253,8.1,9.1
,,,,,,,,,,,,,,,,,,62.3,259,9.88,8.9
,,,,,,,,,,,,,,,,,,62.3,259,1.41,8.7
,,,,,,,,,,,,,,,,,,36.3,682,8.9,8.6
,,,,,,,,,,,,,,,,,,62.5,251,6.68,8.5
,,,,,,,,,,,,,,,,,,62.1,259,5.92,8.4
,,,,,,,,,,,,,,,,,,61.8,266,5.56,8.4
,,,,,,,,,,,,,,,,,,61.1,28,5.7,8.3
,,,,,,,,,,,,,,,,,,65,29,4.41,8.2
,,,,,,,,,,,,,,,,,,58.7,32,5.61,8.1
,,,,,,,,,,,,,,,,,,59.7,3,5.32,8.1
,,,,,,,,,,,,,,,,,,59.3,33,5.47,8
,,,,,,,,,,,,,,,,,,58.9,35,5.63,7.9
,,,,,,,,,,,,,,,,,,58.6,35,6.6,7.8
,,,,,,,,,,,,,,,,,,74.6,147,,11.2
,,,,,,,,,,,,,,,,,,74.5,149,8.72,11.4
,,,,,,,,,,,,,,,,,,74.3,15,9.15,11.6
,,,,,,,,,,,,,,,,,,74.1,151,9.78,11.6
,,,,,,,,,,,,,,,,,,73.9,153,8.57,11.7
,,,,,,,,,,,,,,,,,,73.6,156,8.45,11.5
,,,,,,,,,,,,,,,,,,73.4,157,8.84,11.3
,,,,,,,,,,,,,,,,,,73.2,159,8.4,11.1
,,,,,,,,,,,,,,,,,,73,16,7.89,10.9
,,,,,,,,,,,,,,,,,,72.8,161,7.63,10.8
,,,,,,,,,,,,,,,,,,72.5,163,7.81,10.6
,,,,,,,,,,,,,,,,,,72.2,165,7.89,10.4
,,,,,,,,,,,,,,,,,,71.9,166,8.29,10.3
,,,,,,,,,,,,,,,,,,71.6,169,7.28,10.1
,,,,,,,,,,,,,,,,,,71.3,171,6.88,9.9
,,,,,,,,,,,,,,,,,,71,174,6.63,9.8
,,,,,,,,,,,,,,,,,,75.8,134,,15.6
,,,,,,,,,,,,,,,,,,75.6,137,7.4,15.8
,,,,,,,,,,,,,,,,,,75.5,139,7.53,15.4
,,,,,,,,,,,,,,,,,,75,146,7.74,15.4
,,,,,,,,,,,,,,,,,,74.8,15,7.84,15.4
,,,,,,,,,,,,,,,,,,74.5,156,7.85,15.3
,,,,,,,,,,,,,,,,,,74.2,162,7.55,15.3
,,,,,,,,,,,,,,,,,,74.1,165,7.33,15.3
,,,,,,,,,,,,,,,,,,73.5,176,7.51,15.3
,,,,,,,,,,,,,,,,,,73.4,177,8.1,15.2
,,,,,,,,,,,,,,,,,,72.9,182,8.28,15
,,,,,,,,,,,,,,,,,,72.9,18,8.8,15.3
,,,,,,,,,,,,,,,,,,72.5,184,8.42,14.9
,,,,,,,,,,,,,,,,,,72.5,184,7.47,14.6
,,,,,,,,,,,,,,,,,,72.3,185,7.11,14.2
,,,,,,,,,,,,,,,,,,71.7,193,7.6,13.9
,,,,,,,,,,,,,,,,,,82.7,49,,19
,,,,,,,,,,,,,,,,,,82.5,49,8.86,19
,,,,,,,,,,,,,,,,,,82.4,5,8.75,19
,,,,,,,,,,,,,,,,,,82.5,5,8.68,18.7
,,,,,,,,,,,,,,,,,,82.1,51,8.65,18.6
,,,,,,,,,,,,,,,,,,81.8,53,8.86,18.4
,,,,,,,,,,,,,,,,,,81.6,55,9.12,18.4
,,,,,,,,,,,,,,,,,,81.4,58,8.8,18.2
,,,,,,,,,,,,,,,,,,81.3,59,8.75,18.2
,,,,,,,,,,,,,,,,,,81.1,61,8.96,18.1
,,,,,,,,,,,,,,,,,,81,62,9.21,17.9
,,,,,,,,,,,,,,,,,,88,65,9.59,18.3
,,,,,,,,,,,,,,,,,,87,65,1.7,17.6
,,,,,,,,,,,,,,,,,,84,7,9.86,17.2
,,,,,,,,,,,,,,,,,,80,72,9.12,17.1
,,,,,,,,,,,,,,,,,,79.7,74,9.28,16.8
,,,,,,,,,,,,,,,,,,68.3,181,,11.6
,,,,,,,,,,,,,,,,,,68,184,4.69,11.6
,,,,,,,,,,,,,,,,,,67.6,187,4.53,11.5
,,,,,,,,,,,,,,,,,,67.3,19,4.39,11.3
,,,,,,,,,,,,,,,,,,66.8,193,4.33,10.8
,,,,,,,,,,,,,,,,,,66.4,196,4.28,10.4
,,,,,,,,,,,,,,,,,,66,2,4.38,10.5
,,,,,,,,,,,,,,,,,,65.5,23,4.34,10.2
,,,,,,,,,,,,,,,,,,65.2,26,4.23,9.9
,,,,,,,,,,,,,,,,,,64.8,28,4.25,9.7
,,,,,,,,,,,,,,,,,,64.4,211,4.28,9.4
,,,,,,,,,,,,,,,,,,64,214,4.22,9.2
,,,,,,,,,,,,,,,,,,63.7,216,4.3,8.6
,,,,,,,,,,,,,,,,,,63.3,219,4.4,8.4
,,,,,,,,,,,,,,,,,,62.9,222,4.5,8.3
,,,,,,,,,,,,,,,,,,62.5,224,4.26,8.3
,,,,,,,,,,,,,,,,,,69.1,176,,12.9
,,,,,,,,,,,,,,,,,,68.9,179,2.85,12.9
,,,,,,,,,,,,,,,,,,68.7,181,2.93,12.9
,,,,,,,,,,,,,,,,,,68.5,183,2.9,12.6
,,,,,,,,,,,,,,,,,,68.3,185,2.71,12.3
,,,,,,,,,,,,,,,,,,68.1,187,2.74,12.1
,,,,,,,,,,,,,,,,,,67.9,189,2.83,11.7
,,,,,,,,,,,,,,,,,,67.7,189,2.81,11.7
,,,,,,,,,,,,,,,,,,67.5,19,3.1,11
,,,,,,,,,,,,,,,,,,67.3,191,2.91,10.9
,,,,,,,,,,,,,,,,,,67.2,19,2.79,11.1
,,,,,,,,,,,,,,,,,,65.3,213,2.37,11
,,,,,,,,,,,,,,,,,,66.9,189,2.53,10.8
,,,,,,,,,,,,,,,,,,66.7,189,2.27,10.6
,,,,,,,,,,,,,,,,,,66.5,188,2.23,10.6
,,,,,,,,,,,,,,,,,,66.3,188,1.98,10.7
,,,,,,,,,,,,,,,,,,75.5,83,,14.8
,,,,,,,,,,,,,,,,,,75.4,83,6.89,14.9
,,,,,,,,,,,,,,,,,,75.3,83,6.49,15
,,,,,,,,,,,,,,,,,,75.1,85,6.98,13.6
,,,,,,,,,,,,,,,,,,74.7,93,7.12,13.1
,,,,,,,,,,,,,,,,,,74.1,16,8.2,12.9
,,,,,,,,,,,,,,,,,,73.3,122,7.63,12.8
,,,,,,,,,,,,,,,,,,72.7,135,6.28,12.1
,,,,,,,,,,,,,,,,,,72.4,138,5.84,11.8
,,,,,,,,,,,,,,,,,,72.2,139,5.95,11.4
,,,,,,,,,,,,,,,,,,72,139,6.6,11.4
,,,,,,,,,,,,,,,,,,71.8,139,5.89,11.8
,,,,,,,,,,,,,,,,,,75,154,5.42,11.8
,,,,,,,,,,,,,,,,,,71.2,142,5.39,11.9
,,,,,,,,,,,,,,,,,,78,146,5.2,11.6
,,,,,,,,,,,,,,,,,,73,15,4.47,11.6
,,,,,,,,,,,,,,,,,,68.9,182,,10.1
,,,,,,,,,,,,,,,,,,67.9,199,5.54,10.1
,,,,,,,,,,,,,,,,,,69.5,17,5.92,10.3
,,,,,,,,,,,,,,,,,,76,147,5.26,10.5
,,,,,,,,,,,,,,,,,,77,144,3.32,10.4
,,,,,,,,,,,,,,,,,,76,145,3.82,10.4
,,,,,,,,,,,,,,,,,,74,148,4.65,10.3
,,,,,,,,,,,,,,,,,,69.3,167,3.93,10.3
,,,,,,,,,,,,,,,,,,65.9,227,3.69,10.2
,,,,,,,,,,,,,,,,,,64.7,249,3,10.2
,,,,,,,,,,,,,,,,,,66.8,29,4.13,10.1
,,,,,,,,,,,,,,,,,,67.2,21,5.61,9.8
,,,,,,,,,,,,,,,,,,66.5,213,4.36,9.4
,,,,,,,,,,,,,,,,,,74,14,,9.1
,,,,,,,,,,,,,,,,,,72,142,,8.7
,,,,,,,,,,,,,,,,,,70,144,,8.6
,,,,,,,,,,,,,,,,,,81.4,64,,18.6
,,,,,,,,,,,,,,,,,,81.2,66,7.78,18.6
,,,,,,,,,,,,,,,,,,81,67,8.1,18.6
,,,,,,,,,,,,,,,,,,85,69,8.32,18.5
,,,,,,,,,,,,,,,,,,84,7,8.15,18.5
,,,,,,,,,,,,,,,,,,86,68,8.76,18.2
,,,,,,,,,,,,,,,,,,79.7,77,9.53,17.9
,,,,,,,,,,,,,,,,,,79.8,75,8.64,17.9
,,,,,,,,,,,,,,,,,,79.5,75,7.57,17.6
,,,,,,,,,,,,,,,,,,79,78,7.22,17.6
,,,,,,,,,,,,,,,,,,78.7,78,7.27,17.5
,,,,,,,,,,,,,,,,,,78.3,82,7.34,17.1
,,,,,,,,,,,,,,,,,,78,82,7.5,16.8
,,,,,,,,,,,,,,,,,,77.4,88,6.85,16.5
,,,,,,,,,,,,,,,,,,77,89,6.6,16.4
,,,,,,,,,,,,,,,,,,76.4,94,6.3,16.2
,,,,,,,,,,,,,,,,,,82.5,58,,16
,,,,,,,,,,,,,,,,,,82.2,6,7.81,16
,,,,,,,,,,,,,,,,,,82.1,61,7.89,15.9
,,,,,,,,,,,,,,,,,,81.8,6,7.73,15.9
,,,,,,,,,,,,,,,,,,81.8,61,7.39,15.8
,,,,,,,,,,,,,,,,,,81.7,61,7.36,15.7
,,,,,,,,,,,,,,,,,,81.5,63,7.46,15.6
,,,,,,,,,,,,,,,,,,81,65,7.33,15.8
,,,,,,,,,,,,,,,,,,84,68,7.37,15.7
,,,,,,,,,,,,,,,,,,84,68,7.38,15.7
,,,,,,,,,,,,,,,,,,80,71,7.44,15.8
,,,,,,,,,,,,,,,,,,81,69,7.35,15.9
,,,,,,,,,,,,,,,,,,79.7,71,7.44,16
,,,,,,,,,,,,,,,,,,79.3,74,7.49,15.3
,,,,,,,,,,,,,,,,,,79.3,74,7.61,15.1
,,,,,,,,,,,,,,,,,,78.9,76,7.13,15.2
,,,,,,,,,,,,,,,,,,82.7,56,,16.3
,,,,,,,,,,,,,,,,,,82.5,57,9.25,16.3
,,,,,,,,,,,,,,,,,,82.3,58,9.22,16.5
,,,,,,,,,,,,,,,,,,82,6,9.28,16.6
,,,,,,,,,,,,,,,,,,82,6,9.27,16.4
,,,,,,,,,,,,,,,,,,81.8,6,9.42,16.4
,,,,,,,,,,,,,,,,,,81.6,61,9.41,16.3
,,,,,,,,,,,,,,,,,,81.5,61,8.89,16.3
,,,,,,,,,,,,,,,,,,81.3,63,8.48,16.1
,,,,,,,,,,,,,,,,,,81.2,65,8.82,16
,,,,,,,,,,,,,,,,,,88,66,8.71,15.8
,,,,,,,,,,,,,,,,,,89,66,8.49,15.6
,,,,,,,,,,,,,,,,,,79.9,72,8.17,15.4
,,,,,,,,,,,,,,,,,,80,72,8.23,15.2
,,,,,,,,,,,,,,,,,,79.8,75,8.11,14.9
,,,,,,,,,,,,,,,,,,79.4,77,7.91,14.8
,,,,,,,,,,,,,,,,,,76.2,125,,12.8
,,,,,,,,,,,,,,,,,,75.8,133,5.36,12.8
,,,,,,,,,,,,,,,,,,75.6,136,5.91,12.8
,,,,,,,,,,,,,,,,,,75.3,138,5.66,12.8
,,,,,,,,,,,,,,,,,,75.2,139,5.21,12.8
,,,,,,,,,,,,,,,,,,75,138,5.3,12.7
,,,,,,,,,,,,,,,,,,74.7,142,5.16,12.7
,,,,,,,,,,,,,,,,,,74.5,145,5.4,12.6
,,,,,,,,,,,,,,,,,,74.2,148,4.87,12.5
,,,,,,,,,,,,,,,,,,74,15,4.22,12.5
,,,,,,,,,,,,,,,,,,73.5,161,4.7,12.4
,,,,,,,,,,,,,,,,,,73.3,165,4.8,11.1
,,,,,,,,,,,,,,,,,,73.1,166,4.56,11.9
,,,,,,,,,,,,,,,,,,73,167,4.86,11.7
,,,,,,,,,,,,,,,,,,72.7,171,5.34,10.9
,,,,,,,,,,,,,,,,,,72.6,171,5.81,11.4
,,,,,,,,,,,,,,,,,,83.7,55,,15.3
,,,,,,,,,,,,,,,,,,83.5,57,1.23,15.3
,,,,,,,,,,,,,,,,,,83.5,56,1.25,15.3
,,,,,,,,,,,,,,,,,,83.3,58,1.17,15.3
,,,,,,,,,,,,,,,,,,82.5,64,1.7,15.1
,,,,,,,,,,,,,,,,,,83,62,9.58,15.1
,,,,,,,,,,,,,,,,,,83,64,9.51,15
,,,,,,,,,,,,,,,,,,82.7,66,8.6,15
,,,,,,,,,,,,,,,,,,82.6,67,8.25,15
,,,,,,,,,,,,,,,,,,82.4,68,8.19,14.9
,,,,,,,,,,,,,,,,,,82,69,8.18,14.9
,,,,,,,,,,,,,,,,,,82.1,68,8.3,14.8
,,,,,,,,,,,,,,,,,,81.9,7,8,14.8
,,,,,,,,,,,,,,,,,,81.8,7,7.85,14.7
,,,,,,,,,,,,,,,,,,81.5,72,7.75,14.6
,,,,,,,,,,,,,,,,,,81.1,74,7.53,14.5
,,,,,,,,,,,,,,,,,,74.1,112,,13.1
,,,,,,,,,,,,,,,,,,74,113,7.45,13.1
,,,,,,,,,,,,,,,,,,73.9,114,7.23,13.1
,,,,,,,,,,,,,,,,,,73.7,115,8,12.9
,,,,,,,,,,,,,,,,,,73.6,116,8.39,13.1
,,,,,,,,,,,,,,,,,,73.4,117,8.42,13.2
,,,,,,,,,,,,,,,,,,73.3,118,9.54,13.6
,,,,,,,,,,,,,,,,,,73.1,119,8.78,13.6
,,,,,,,,,,,,,,,,,,73,12,8.35,13.6
,,,,,,,,,,,,,,,,,,72.8,121,8.8,13.7
,,,,,,,,,,,,,,,,,,72.4,127,8.88,13.8
,,,,,,,,,,,,,,,,,,72.5,125,9.5,13.5
,,,,,,,,,,,,,,,,,,72.3,127,9.15,13.2
,,,,,,,,,,,,,,,,,,72.1,129,9.68,13
,,,,,,,,,,,,,,,,,,71.9,131,9.9,12.7
,,,,,,,,,,,,,,,,,,71.7,133,9.65,12.6
,,,,,,,,,,,,,,,,,,72,198,,15
,,,,,,,,,,,,,,,,,,69.9,22,4.36,15
,,,,,,,,,,,,,,,,,,69.5,28,4.3,15
,,,,,,,,,,,,,,,,,,69.1,214,4.32,14.7
,,,,,,,,,,,,,,,,,,68.5,224,4.6,14.4
,,,,,,,,,,,,,,,,,,67.8,236,4.42,14.5
,,,,,,,,,,,,,,,,,,67.8,235,4.13,14.6
,,,,,,,,,,,,,,,,,,66.6,258,3.65,14.6
,,,,,,,,,,,,,,,,,,65.3,288,3.19,14.7
,,,,,,,,,,,,,,,,,,65,295,3.73,14.3
,,,,,,,,,,,,,,,,,,64.6,294,4.7,13.9
,,,,,,,,,,,,,,,,,,64.7,287,3.95,13.5
,,,,,,,,,,,,,,,,,,64.4,282,3.7,13.1
,,,,,,,,,,,,,,,,,,64.7,276,3.61,12.7
,,,,,,,,,,,,,,,,,,64.4,284,3.47,12.3
,,,,,,,,,,,,,,,,,,63.9,292,4.16,12.1
,,,,,,,,,,,,,,,,,,63.4,249,,11.1
,,,,,,,,,,,,,,,,,,62.9,255,5.72,11.1
,,,,,,,,,,,,,,,,,,62.6,258,5.57,11.1
,,,,,,,,,,,,,,,,,,62.1,263,5.49,11.1
,,,,,,,,,,,,,,,,,,61.2,278,5.23,11.1
,,,,,,,,,,,,,,,,,,63,294,3.97,11.1
,,,,,,,,,,,,,,,,,,59.1,317,4.17,10.7
,,,,,,,,,,,,,,,,,,57.9,339,3.9,10.4
,,,,,,,,,,,,,,,,,,56.8,356,4.8,10.1
,,,,,,,,,,,,,,,,,,55.3,388,4.24,9.7
,,,,,,,,,,,,,,,,,,54.1,412,4.36,9.6
,,,,,,,,,,,,,,,,,,53,432,4.29,8.9
,,,,,,,,,,,,,,,,,,52.4,437,4.45,8.2
,,,,,,,,,,,,,,,,,,52.1,437,4.54,8.5
,,,,,,,,,,,,,,,,,,51.9,434,4.62,8.4
,,,,,,,,,,,,,,,,,,51.9,428,4.68,8.4
,,,,,,,,,,,,,,,,,,66.3,198,,11.9
,,,,,,,,,,,,,,,,,,66.1,2,1.21,11.9
,,,,,,,,,,,,,,,,,,65.8,22,1.15,11.9
,,,,,,,,,,,,,,,,,,65.7,24,1.37,11.9
,,,,,,,,,,,,,,,,,,65.5,26,1.42,11.9
,,,,,,,,,,,,,,,,,,65.3,27,1.52,11.9
,,,,,,,,,,,,,,,,,,65.2,28,12.24,11.9
,,,,,,,,,,,,,,,,,,65.1,21,12.23,11.6
,,,,,,,,,,,,,,,,,,65,211,13.66,11.8
,,,,,,,,,,,,,,,,,,65,212,1.93,12.1
,,,,,,,,,,,,,,,,,,64.9,213,1.6,12.2
,,,,,,,,,,,,,,,,,,64.8,214,1.39,12.4
,,,,,,,,,,,,,,,,,,64.7,215,9.98,11.6
,,,,,,,,,,,,,,,,,,64.6,217,9.1,11.7
,,,,,,,,,,,,,,,,,,64.3,219,9,10.4
,,,,,,,,,,,,,,,,,,64.1,222,8.12,10
,,,,,,,,,,,,,,,,,,74.7,81,,13.3
,,,,,,,,,,,,,,,,,,74.6,82,3.4,13
,,,,,,,,,,,,,,,,,,74.5,83,2.56,13.1
,,,,,,,,,,,,,,,,,,74.3,84,2.57,13.2
,,,,,,,,,,,,,,,,,,74.2,85,2.62,13.4
,,,,,,,,,,,,,,,,,,74,86,2.76,13.5
,,,,,,,,,,,,,,,,,,73.9,87,3.87,13.6
,,,,,,,,,,,,,,,,,,73.8,88,1.93,13.8
,,,,,,,,,,,,,,,,,,73.7,89,2.13,13.9
,,,,,,,,,,,,,,,,,,73.6,89,2.25,14.1
,,,,,,,,,,,,,,,,,,73.6,9,2.38,14.2
,,,,,,,,,,,,,,,,,,73.5,91,2.76,14.4
,,,,,,,,,,,,,,,,,,73.4,93,3.23,14.1
,,,,,,,,,,,,,,,,,,73.3,94,3.56,13.9
,,,,,,,,,,,,,,,,,,73.2,95,3.61,14
,,,,,,,,,,,,,,,,,,73.2,96,2.51,14.1
,,,,,,,,,,,,,,,,,,71.1,166,,13
,,,,,,,,,,,,,,,,,,78,17,6.48,12.8
,,,,,,,,,,,,,,,,,,77,174,6.68,12.5
,,,,,,,,,,,,,,,,,,69.9,18,6.97,12.3
,,,,,,,,,,,,,,,,,,69.4,188,6.18,12.1
